emp_no,first_name,last_name,birth_date,from_date,to_date,title,dept_name
209681,Tianruo,Bratten,1/20/1965,7/28/1996,10/10/1997,Senior Staff,Human Resources
209565,Dante,Covnot,1/9/1965,5/28/1989,1/1/9999,Staff,Marketing
209456,Adhemar,Leonhardt,1/19/1965,11/1/1998,7/27/1999,Engineer,Production
209443,Krassimir,Garnier,1/19/1965,1/26/1998,1/1/9999,Senior Staff,Human Resources
209101,Xinyu,Edelhoff,1/5/1965,10/26/1997,1/1/9999,Senior Engineer,Quality Management
208784,Pranjal,Juneja,1/30/1965,3/21/1985,1/1/9999,Senior Engineer,Production
208653,Phillip,Schade,1/23/1965,3/3/1989,1/1/9999,Senior Engineer,Development
208639,Larisa,Lukaszewicz,1/27/1965,10/30/1996,1/1/9999,Senior Staff,Customer Service
208330,Shen,Flanders,1/11/1965,7/3/1989,1/1/9999,Staff,Sales
208147,Manu,Rothenberg,1/9/1965,12/6/1988,1/1/9999,Senior Engineer,Development
207980,Remko,Vieth,1/7/1965,11/22/1990,1/1/9999,Staff,Human Resources
207779,Chinya,Kamble,1/16/1965,5/31/1992,1/1/9999,Senior Staff,Research
207551,Baziley,Falck,1/15/1965,2/18/1995,1/1/9999,Assistant Engineer,Development
207401,Shuji,Barbanera,1/4/1965,8/10/1987,1/1/9999,Staff,Research
207204,Kellie,Schrooten,1/25/1965,1/17/1991,1/1/9999,Engineer,Development
207068,Zhiguo,Ariola,1/13/1965,9/7/1994,1/1/9999,Senior Staff,Marketing
207021,Jacqueline,Akaboshi,1/20/1965,12/6/1997,1/1/9999,Engineer,Production
206966,Tzu,Sichman,1/21/1965,11/17/1987,1/1/9999,Senior Engineer,Development
206865,Vasilii,Cochrane,1/28/1965,9/13/1991,4/23/2001,Senior Engineer,Production
206836,Guadalupe,Pfau,1/12/1965,3/22/1993,1/1/9999,Senior Staff,Research
206748,Yucai,Fabrizio,1/7/1965,10/6/1999,1/1/9999,Staff,Sales
206372,Temple,Joslin,1/17/1965,1/5/1993,11/14/1995,Engineer,Production
205863,Aiichiro,Kusalik,1/6/1965,10/4/1990,1/1/9999,Senior Engineer,Quality Management
205789,Limsoon,Skafidas,1/31/1965,8/10/1999,1/1/9999,Senior Staff,Finance
205699,Youjian,Yetto,1/31/1965,12/7/1994,1/1/9999,Staff,Sales
205660,Kien,Barreiro,1/27/1965,8/25/1997,10/24/2000,Staff,Human Resources
205627,Stabislas,Broder,1/21/1965,7/16/1996,1/1/9999,Engineer,Production
205500,Mary,Setiz,1/4/1965,1/13/1989,1/1/9999,Senior Engineer,Development
205362,Masasuke,Makinen,1/25/1965,7/2/1992,6/1/1997,Staff,Sales
205174,Leszek,Spinelli,1/5/1965,12/10/1998,1/1/9999,Staff,Marketing
205085,Moni,Kornyak,1/23/1965,9/26/1991,1/1/9999,Technique Leader,Development
205018,Yahiko,Awdeh,1/26/1965,8/5/1998,1/1/9999,Engineer,Quality Management
204764,Susanne,Mandelberg,1/22/1965,11/2/1990,1/1/9999,Senior Engineer,Development
204471,Franziska,Maginnis,1/27/1965,2/17/1986,1/1/9999,Senior Engineer,Development
204470,Hein,Lichtner,1/22/1965,5/2/1998,1/1/9999,Senior Staff,Customer Service
204425,Gretta,Huttel,1/3/1965,10/8/1990,1/1/9999,Senior Engineer,Development
204246,Arve,Worfolk,1/9/1965,4/1/1985,1/1/9999,Staff,Research
204133,Susuma,Bergere,1/22/1965,2/25/1996,1/1/9999,Senior Staff,Finance
204117,Jessie,Nooteboom,1/10/1965,12/13/2000,1/1/9999,Staff,Customer Service
203946,Yefim,Marwedel,1/23/1965,3/30/1993,1/1/9999,Staff,Human Resources
203720,Sasan,Thimonier,1/30/1965,8/21/1996,1/1/9999,Senior Staff,Sales
203697,Claude,Kemmerer,1/27/1965,1/16/1994,5/7/2001,Engineer,Development
203599,Ewing,DiGiano,1/21/1965,2/1/2000,1/1/9999,Technique Leader,Development
203495,Zongyan,Gips,1/2/1965,5/31/1997,1/1/9999,Technique Leader,Development
203474,Hugh,Jonsson,1/3/1965,7/6/1991,1/1/9999,Staff,Sales
202950,Giordano,Pietrzykowski,1/17/1965,3/26/1987,1/1/9999,Senior Staff,Human Resources
202882,Isaac,Koshino,1/25/1965,9/28/1995,1/1/9999,Senior Engineer,Development
202826,Kerhong,Matzke,1/19/1965,11/14/1986,1/1/9999,Senior Engineer,Development
202581,Dharmaraja,Merlo,1/19/1965,6/5/1987,12/16/1990,Staff,Human Resources
202552,Morris,Saoudi,1/5/1965,11/22/1991,1/1/9999,Engineer,Production
202414,Zvonko,Murthy,1/13/1965,1/7/1992,1/1/9999,Senior Staff,Customer Service
202403,Gully,Perko,1/9/1965,7/7/1999,1/1/9999,Engineer,Production
202291,Ortrun,Schmiedel,1/16/1965,7/18/1997,1/1/9999,Engineer,Production
202031,Annemarie,Peternell,1/23/1965,3/13/1994,6/5/1997,Engineer,Development
201915,Sudharsan,DeMori,1/2/1965,3/30/1992,1/1/9999,Senior Engineer,Production
201801,Waiman,Genin,1/12/1965,10/30/1988,1/1/9999,Senior Engineer,Development
201739,Genta,Terekhov,1/16/1965,7/21/1998,1/1/9999,Assistant Engineer,Development
201709,Fan,Kakkad,1/1/1965,2/25/1988,1/1/9999,Staff,Finance
201708,Anneli,Perl,1/15/1965,9/8/1992,1/1/9999,Senior Staff,Human Resources
201229,Alejandra,Khasidashvili,1/3/1965,7/30/1994,1/1/9999,Staff,Human Resources
201180,Odinaldo,Bridgland,1/15/1965,6/9/1989,6/16/1995,Assistant Engineer,Development
200789,Susumu,Camurati,1/14/1965,12/15/1991,1/1/9999,Staff,Marketing
200735,Dinah,Denos,1/9/1965,9/21/1992,1/1/9999,Staff,Marketing
200363,Kirk,Quaggetto,1/10/1965,6/30/1987,1/1/9999,Senior Engineer,Development
200312,Akemi,Fujisaki,1/27/1965,11/13/2001,1/1/9999,Senior Engineer,Quality Management
200267,Chuanti,Luff,1/8/1965,9/21/1994,1/1/9999,Senior Staff,Customer Service
200176,Shahab,Luit,1/31/1965,11/20/1985,2/5/1997,Senior Staff,Sales
200052,Slavian,Cincotta,1/27/1965,5/30/1992,7/7/1997,Senior Engineer,Development
109953,Godehard,Chorvat,1/26/1965,4/10/1988,1/1/9999,Staff,Sales
109741,Hatem,Fadgyas,1/11/1965,11/13/1991,1/1/9999,Senior Engineer,Production
109703,Arco,Walston,1/17/1965,8/16/1999,1/1/9999,Engineer,Production
109652,Huan,Perko,1/25/1965,7/31/1988,3/12/1999,Staff,Human Resources
109620,Mani,Cannata,1/2/1965,6/21/1989,1/1/9999,Staff,Sales
109611,Jamaludin,Lalonde,1/8/1965,7/9/1994,8/24/1998,Staff,Sales
109598,Stamatina,Auyong,2/1/1965,7/5/1988,1/1/9999,Senior Staff,Finance
109553,Xiaobin,DuBourdieux,1/19/1965,9/16/1985,5/11/1988,Staff,Finance
109552,Menkae,Etalle,1/31/1965,5/21/1997,1/1/9999,Engineer,Development
109547,Chenye,Zizka,1/4/1965,2/22/1986,4/21/2002,Senior Staff,Customer Service
109278,Bangqing,Schach,1/21/1965,3/22/1988,1/1/9999,Staff,Finance
109252,Moty,Winter,1/15/1965,4/28/1991,1/1/9999,Technique Leader,Production
109211,Gor,Delgrande,1/11/1965,11/7/1995,6/18/2002,Engineer,Development
109062,Jamaludin,Kandlur,2/1/1965,6/19/1992,1/1/9999,Senior Engineer,Development
108988,Oksana,Baek,1/19/1965,7/20/1989,1/1/9999,Staff,Sales
108316,Shai,Stellhorn,1/2/1965,5/21/1992,1/1/9999,Senior Engineer,Production
108198,Randi,Samarati,1/24/1965,10/20/1992,1/1/9999,Staff,Research
108091,Hisao,Ghemri,1/9/1965,11/14/1985,1/1/9999,Staff,Customer Service
107828,Ramya,Walston,1/26/1965,2/3/1989,1/1/9999,Staff,Sales
107792,Shahab,Crooks,1/13/1965,3/18/1992,1/1/9999,Senior Staff,Marketing
107737,Fabrizio,Chleq,1/23/1965,7/31/1999,1/1/9999,Senior Engineer,Development
107486,Siamak,Luiz,1/23/1965,2/11/1987,1/1/9999,Senior Engineer,Development
106958,Horward,Begiun,1/24/1965,11/6/1985,5/22/2002,Senior Engineer,Production
106710,Babette,Anandan,1/31/1965,11/22/1986,1/1/9999,Staff,Marketing
106695,Lijie,Garrabrants,1/31/1965,10/2/1985,10/26/1988,Senior Staff,Research
106514,Otilia,Speek,1/4/1965,7/30/1988,11/7/1992,Senior Engineer,Development
106242,Nevio,Thisen,2/1/1965,3/25/1988,1/1/9999,Senior Staff,Human Resources
106096,Naftali,Schurmann,1/14/1965,12/2/1992,1/1/9999,Senior Engineer,Production
105936,Vidar,Thibadeau,1/23/1965,3/2/1995,9/15/1999,Staff,Sales
105731,Sachem,Cromarty,1/15/1965,8/20/1990,1/1/9999,Engineer,Development
105589,Yechiam,Egerstedt,1/28/1965,12/31/1995,7/18/1999,Engineer,Development
105520,Haldun,Lienhardt,1/1/1965,1/29/1987,1/1/9999,Senior Staff,Sales
105432,Mohamadou,Stafford,1/8/1965,9/12/1995,1/1/9999,Senior Engineer,Development
105356,Diederik,Matzov,1/29/1965,3/8/1995,1/1/9999,Engineer,Research
105342,Kwun,Reeker,1/1/1965,7/29/1999,1/1/9999,Technique Leader,Quality Management
105191,Jaber,Kleiser,1/1/1965,12/13/1986,9/22/1987,Engineer,Production
104988,Parviz,Litzler,1/7/1965,8/8/1992,1/1/9999,Engineer,Development
104962,Zongyan,Auyong,1/4/1965,11/2/1987,12/22/1991,Engineer,Production
104845,Werner,Lodder,1/29/1965,6/17/1992,1/1/9999,Staff,Finance
104133,Pranjal,Zyda,1/31/1965,7/3/1991,1/1/9999,Staff,Sales
103756,Heping,Halloran,1/31/1965,4/8/1992,1/1/9999,Assistant Engineer,Development
103342,Beshir,Hellwagner,1/3/1965,2/3/1998,1/1/9999,Engineer,Quality Management
103316,Susanne,Peternell,1/3/1965,7/27/1994,1/1/9999,Senior Engineer,Development
103310,Visit,Swen,1/7/1965,10/2/1995,1/1/9999,Staff,Marketing
103196,Djenana,Albarhamtoshy,1/16/1965,7/16/1988,1/1/9999,Senior Staff,Human Resources
103172,Doowon,Highland,1/5/1965,12/28/1989,11/23/1995,Engineer,Research
103166,Waiman,Dalton,1/9/1965,5/25/1990,2/9/2002,Engineer,Development
102620,Adin,Templeman,1/3/1965,8/12/1999,1/1/9999,Engineer,Quality Management
101902,Mantis,Millington,1/14/1965,3/18/1991,1/1/9999,Senior Staff,Sales
101647,Mori,Homond,1/22/1965,5/10/1994,1/1/9999,Staff,Sales
101487,Abdelaziz,Sury,1/14/1965,1/31/1991,1/1/9999,Senior Staff,Sales
101063,Nectarios,Munos,1/8/1965,8/31/1994,8/14/1995,Senior Engineer,Development
100916,Heejo,Aamodt,1/18/1965,4/22/1992,1/1/9999,Senior Engineer,Development
100877,Kazuhide,Harnett,1/13/1965,2/2/1995,2/13/1999,Engineer,Production
100865,Hisao,Peral,1/19/1965,10/3/1990,1/1/9999,Senior Engineer,Production
99654,Mahendra,Motley,1/30/1965,9/28/1985,1/1/9999,Senior Staff,Research
99590,Dhritiman,Anily,1/24/1965,12/16/1998,1/1/9999,Staff,Sales
99377,Carrsten,Francisci,1/18/1965,6/16/1991,1/1/9999,Senior Engineer,Development
99373,Xiaobin,Christianini,1/13/1965,12/25/1985,1/1/9999,Staff,Customer Service
99057,Shugo,Reeken,1/30/1965,6/21/1999,1/1/9999,Staff,Customer Service
98639,Florina,Assaf,1/29/1965,5/18/1996,1/1/9999,Staff,Research
98514,Giao,Junot,1/8/1965,7/1/1999,2/25/2002,Staff,Sales
98306,Ziya,Kadhim,1/16/1965,11/2/1995,6/24/1999,Senior Engineer,Development
98288,Sumali,Huttel,1/12/1965,9/12/1989,1/1/9999,Staff,Research
97697,Moie,Karunanithi,1/10/1965,11/2/1994,12/15/2000,Engineer,Research
97661,Avishai,Hegner,1/31/1965,5/8/1993,1/1/9999,Staff,Research
97623,Haldon,Janetzko,1/25/1965,9/11/1990,1/1/9999,Staff,Human Resources
97092,Anwar,Riexinger,1/22/1965,12/31/1991,1/9/2000,Senior Engineer,Development
97018,Jeanna,Chinen,1/9/1965,1/1/1989,1/1/9999,Engineer,Production
96767,Arumugam,Vecchio,1/7/1965,8/14/1985,1/1/9999,Senior Engineer,Production
96579,Mohan,Tasistro,1/18/1965,2/10/1996,1/1/9999,Engineer,Production
96571,Kokou,Garrabrants,1/13/1965,11/5/1997,1/1/9999,Senior Engineer,Production
96100,Pranay,Rebaine,1/11/1965,2/1/1998,12/31/2000,Senior Engineer,Production
95920,Nobuyoshi,Hegner,1/19/1965,9/7/1994,1/1/9999,Staff,Finance
95692,Abdulah,Hofstetter,1/20/1965,11/24/1999,5/24/2000,Engineer,Production
95509,Kristinn,Loncour,1/11/1965,2/8/1995,1/1/9999,Engineer,Production
95416,Gianluca,Ramaiah,1/13/1965,11/29/1993,1/1/9999,Engineer,Development
95406,Alair,Lyonns,1/8/1965,7/12/1997,1/1/9999,Engineer,Development
95314,Rasiah,Koblick,1/22/1965,8/21/1991,1/1/9999,Senior Staff,Sales
95286,Kristin,Guerreiro,1/18/1965,8/23/1989,1/1/9999,Engineer,Development
95181,Yishai,Cappelli,1/28/1965,1/30/1997,1/1/9999,Staff,Research
94944,Heping,Matheson,1/13/1965,6/24/1988,1/1/9999,Engineer,Development
94787,Shigenori,Stanfel,1/22/1965,4/25/1993,12/11/1999,Staff,Customer Service
94761,Hitofumi,Zaccaria,1/27/1965,11/22/1988,1/1/9999,Senior Engineer,Development
94690,Kazuyasu,Sridhar,1/30/1965,12/22/1999,12/3/2001,Staff,Finance
94442,Bilhanan,Marrakchi,1/28/1965,2/3/1998,10/12/2000,Staff,Finance
94416,Aran,Cesareni,1/1/1965,11/20/2001,1/1/9999,Senior Staff,Sales
94331,Ramzi,Cronau,1/26/1965,9/3/1999,1/1/9999,Technique Leader,Production
94131,Bernardo,Vasanthakumar,1/29/1965,5/1/1997,7/20/1997,Staff,Finance
94045,Gift,Brender,1/19/1965,10/31/1996,1/2/2000,Senior Engineer,Development
93794,Rimli,Werthner,1/23/1965,5/27/1994,12/30/2000,Senior Engineer,Production
93600,Kristina,Neimat,1/13/1965,4/18/1988,1/1/9999,Technique Leader,Production
93549,Arie,Coullard,2/1/1965,3/28/2000,1/1/9999,Senior Staff,Sales
93278,Magdalena,Penn,2/1/1965,1/4/1997,1/1/9999,Engineer,Production
93220,Richara,Walston,1/11/1965,8/27/1996,1/1/9999,Senior Engineer,Quality Management
93040,Jaques,Kabayashi,1/19/1965,3/13/1992,1/1/9999,Senior Engineer,Development
92920,Huei,Hutter,1/20/1965,1/28/1993,1/1/9999,Senior Engineer,Development
92846,Anyuan,Kropatsch,1/11/1965,9/5/1986,1/1/9999,Staff,Marketing
92841,Claude,Candan,1/22/1965,8/4/1993,1/1/9999,Senior Staff,Sales
92685,Mang,Atchley,1/26/1965,6/7/1995,1/1/9999,Senior Staff,Sales
92598,Ranga,Merro,1/18/1965,5/11/1996,1/1/9999,Assistant Engineer,Production
92577,Zhanqiu,Farrow,1/6/1965,1/10/1999,1/1/9999,Assistant Engineer,Production
92454,Visit,McFarlan,1/24/1965,10/22/1987,1/1/9999,Engineer,Quality Management
92443,Girolamo,Bellmore,1/1/1965,12/4/1996,4/27/2000,Senior Staff,Customer Service
92438,Aria,Kilgore,1/4/1965,4/11/1992,1/1/9999,Engineer,Customer Service
91973,Jianwen,Jakobus,1/25/1965,8/24/1998,2/12/2001,Senior Engineer,Development
91934,Nikolaus,Swen,1/3/1965,1/28/2000,7/3/2002,Engineer,Production
91648,Dmitry,Msuda,1/29/1965,10/22/1988,1/1/9999,Senior Staff,Marketing
91462,Siamak,Janocha,1/11/1965,8/26/1997,3/21/1998,Engineer,Development
91415,Jamaludin,Nilsson,1/4/1965,1/15/1987,1/1/9999,Staff,Sales
91333,Lobel,Stafford,1/27/1965,11/29/1998,1/1/9999,Staff,Sales
91308,Remmert,Plumb,1/23/1965,6/14/1986,12/8/1995,Senior Engineer,Development
91256,Gunilla,Milicic,1/13/1965,1/9/1998,1/1/9999,Staff,Marketing
91229,Yahiko,Hebden,1/1/1965,10/3/1996,1/1/9999,Engineer,Production
91182,Lucien,Schwartzburd,1/4/1965,8/25/1988,1/1/9999,Senior Engineer,Development
91172,Kazuhisa,Melter,1/19/1965,7/16/1987,1/1/9999,Staff,Customer Service
90692,Rajmohan,DasSarma,1/3/1965,9/14/1985,1/1/9999,Staff,Marketing
90614,Yonghoan,Trogemann,1/29/1965,9/23/1988,1/1/9999,Engineer,Production
90518,Fumiko,Chepyzhov,1/24/1965,1/28/1988,1/1/9999,Staff,Customer Service
90366,Magy,Eiron,1/26/1965,8/3/1998,3/3/2002,Senior Staff,Customer Service
90292,Koichi,Assaf,1/9/1965,5/26/1990,1/1/9999,Senior Engineer,Production
90211,Bader,Denis,1/15/1965,10/6/1997,1/1/9999,Engineer,Production
90116,Brigham,Luiz,1/11/1965,4/10/1990,6/10/1995,Assistant Engineer,Development
90084,Renny,Bale,1/1/1965,11/22/1989,1/1/9999,Senior Engineer,Production
90077,Vivian,Guerreiro,1/24/1965,7/8/1991,1/1/9999,Engineer,Development
89941,Arnould,Weedman,1/23/1965,7/28/1989,1/1/9999,Senior Staff,Marketing
89922,Alexius,Ibel,1/26/1965,4/24/1988,1/1/9999,Senior Engineer,Production
89806,Xiadong,Shinomoto,1/27/1965,5/24/1997,1/1/9999,Senior Engineer,Production
89680,Aiman,Mawatari,1/27/1965,5/1/1988,1/1/9999,Engineer,Production
89664,Pranjal,Rossi,1/20/1965,7/7/1998,1/1/9999,Staff,Marketing
89590,Guther,Rothenberg,1/27/1965,8/8/1991,1/1/9999,Staff,Research
89487,Kazuhira,Seiwald,1/29/1965,3/25/1995,3/24/1999,Engineer,Development
89346,Mansur,Comyn,1/13/1965,8/31/1999,1/1/9999,Engineer,Development
89207,Along,Erol,1/15/1965,10/16/1992,1/1/9999,Staff,Human Resources
89161,Conal,Yetto,1/7/1965,1/12/1991,1/1/9999,Staff,Finance
89090,Tetsushi,Theuretzbacher,1/26/1965,2/1/1990,1/1/9999,Staff,Human Resources
89048,Otmar,Birjandi,1/24/1965,3/23/1985,1/1/9999,Senior Engineer,Development
88965,Mang,Hedayat,1/20/1965,5/22/1995,1/1/9999,Engineer,Development
88958,Vojin,Coombs,1/22/1965,7/23/1995,1/1/9999,Staff,Finance
88647,Vasiliy,Ratnaker,1/10/1965,8/9/1995,1/1/9999,Engineer,Development
88422,Jungsoon,Birsak,1/28/1965,4/3/1985,1/1/9999,Technique Leader,Production
88411,Lena,Cannane,1/31/1965,1/28/2000,1/1/9999,Engineer,Development
88357,Manohar,Karcich,1/5/1965,8/7/1998,8/22/2000,Staff,Research
88103,Goo,Bresenham,1/9/1965,1/31/1999,1/1/9999,Senior Staff,Sales
87783,Conor,Thorensen,1/26/1965,2/24/1988,1/1/9999,Senior Engineer,Development
87729,Yongmin,Roccetti,1/24/1965,12/10/1986,1/1/9999,Senior Staff,Research
87714,Khun,Janetzko,1/16/1965,9/13/1989,1/1/9999,Assistant Engineer,Production
87458,Mikhail,Gimbel,1/26/1965,12/22/1993,4/29/1999,Senior Staff,Sales
87353,Quingbo,Coombs,1/7/1965,1/17/1999,1/1/9999,Senior Engineer,Development
87129,Keung,Neiman,1/16/1965,4/13/1997,1/1/9999,Staff,Sales
86672,JoAnne,Anido,1/15/1965,9/15/1995,1/1/9999,Staff,Research
86655,Zhenhua,Lorys,1/1/1965,8/21/1995,1/1/9999,Engineer,Production
86546,Oldrich,Woycyznski,1/9/1965,5/15/1985,1/1/9999,Senior Engineer,Production
86422,Jaewon,Thummel,2/1/1965,9/14/1985,1/1/9999,Senior Staff,Marketing
86354,Ronghao,Segond,1/27/1965,9/13/1993,1/1/9999,Senior Engineer,Development
86324,Maia,Berstel,1/14/1965,7/17/1988,9/29/1997,Engineer,Production
86213,Kristine,Clemencon,1/28/1965,6/1/1993,1/1/9999,Senior Staff,Marketing
85874,Pasqua,Taubman,1/30/1965,6/23/1986,1/1/9999,Senior Staff,Customer Service
85702,Udi,Merks,1/4/1965,8/15/1997,1/1/9999,Engineer,Quality Management
85445,Yongdong,Pollock,1/9/1965,3/17/1998,1/1/9999,Staff,Sales
85414,Chiradeep,Callaway,1/14/1965,7/30/1999,1/1/9999,Staff,Finance
85288,Younwoo,Luders,1/6/1965,3/31/1995,12/8/1998,Engineer,Production
85216,Ferdinand,Rosiles,1/18/1965,7/8/1997,1/1/9999,Senior Staff,Finance
84942,Shin,Fujisaki,1/15/1965,2/23/1988,1/1/9999,Technique Leader,Quality Management
84922,Parke,Unno,1/22/1965,7/1/1996,1/1/9999,Engineer,Development
84840,Sverrir,Neimat,1/14/1965,11/3/1996,1/1/9999,Staff,Research
84508,Tommaso,Vidya,1/17/1965,5/2/1998,1/1/9999,Engineer,Development
84494,Janalee,Loncour,1/2/1965,4/12/1986,9/4/1987,Staff,Finance
84451,Shiv,Aumann,1/20/1965,6/14/1998,1/1/9999,Senior Engineer,Development
84315,Kristina,Baumann,1/23/1965,9/26/1996,1/1/9999,Assistant Engineer,Development
84256,Denny,Cheshire,1/25/1965,11/23/1989,8/8/1992,Staff,Sales
84236,Eberhardt,Barriga,1/18/1965,6/4/1987,1/1/9999,Staff,Sales
84179,Shuichi,Nanard,1/25/1965,3/14/1989,1/1/9999,Senior Engineer,Production
84163,Zejun,Roisin,1/11/1965,5/26/1997,1/16/2002,Senior Staff,Finance
84029,Babette,Eugenio,1/27/1965,9/21/1997,1/1/9999,Staff,Customer Service
83941,Zsolt,Hagimont,1/11/1965,10/8/1996,1/1/9999,Staff,Research
83922,Shunichi,Solovay,1/10/1965,6/7/1986,11/18/1998,Senior Engineer,Production
83805,Manohar,Harllee,1/23/1965,3/11/1987,1/1/9999,Senior Engineer,Development
83714,Ohad,Kilgore,1/27/1965,7/1/1990,10/10/2000,Engineer,Production
83544,Leaf,Baak,1/18/1965,9/5/1994,1/1/9999,Staff,Sales
83509,Breannda,Collavizza,1/4/1965,10/12/1989,1/1/9999,Senior Engineer,Development
83289,Shigeichiro,Engelmann,1/9/1965,1/9/1994,1/1/9999,Engineer,Development
83280,Francesca,Ellozy,1/7/1965,8/8/1999,1/1/9999,Senior Engineer,Production
82928,Alselm,Rikino,1/27/1965,11/16/1990,1/1/9999,Senior Engineer,Development
82919,Shigeu,Claffy,1/5/1965,2/3/1998,12/19/1998,Engineer,Quality Management
82511,Uwe,Koblick,1/27/1965,4/4/1998,1/1/9999,Engineer,Development
82351,Stevo,Thambidurai,1/26/1965,10/27/1989,1/1/9999,Senior Staff,Human Resources
82098,Poornachandra,Wilharm,1/25/1965,4/20/1991,1/1/9999,Senior Engineer,Production
82069,Yechezkel,Perfilyeva,1/20/1965,11/3/1994,1/1/9999,Senior Engineer,Production
81995,Sreekrishna,Brender,1/10/1965,3/22/1990,1/1/9999,Senior Engineer,Development
81644,Divine,Ghandeharizadeh,1/5/1965,11/28/1997,1/1/9999,Staff,Sales
81619,Gen,Aloisi,1/12/1965,3/12/1985,7/25/2002,Senior Engineer,Development
81545,Larisa,Kornyak,1/13/1965,2/7/2000,1/1/9999,Technique Leader,Development
81162,Marco,Klerer,1/28/1965,11/1/1993,2/28/1995,Engineer,Development
81105,Jaewon,Boissier,1/14/1965,5/24/1992,1/1/9999,Senior Engineer,Development
80948,Harjit,Bardell,1/27/1965,5/24/1991,1/1/9999,Senior Engineer,Development
80889,Shigeo,Linnainmaa,1/7/1965,7/30/1985,1/1/9999,Senior Engineer,Development
80850,Koldo,Luit,2/1/1965,4/16/1995,1/1/9999,Engineer,Production
80745,Rimli,Huttel,1/9/1965,12/14/1989,11/29/1996,Staff,Sales
80731,Shaowen,Eldridge,1/25/1965,12/5/1987,1/1/9999,Senior Staff,Sales
80656,Kwan,Gide,1/9/1965,6/24/1998,7/1/2001,Engineer,Development
80432,Stella,Figueira,1/17/1965,3/14/1990,1/1/9999,Senior Staff,Research
80203,Shakhar,Baik,1/22/1965,12/1/1993,1/1/9999,Staff,Sales
80067,Kazuhisa,Weiland,1/19/1965,11/9/1985,1/1/9999,Staff,Customer Service
79895,Fei,Murtagh,1/30/1965,1/19/1986,1/1/9999,Senior Staff,Sales
79763,Sanjoy,Barreiro,1/20/1965,4/9/1988,1/1/9999,Staff,Marketing
79722,Make,Remmers,1/17/1965,8/7/1997,8/8/1998,Staff,Sales
79640,Marl,Litzkow,1/26/1965,10/12/1991,10/22/1993,Staff,Research
79606,Arnd,Peir,1/3/1965,12/11/1986,1/1/9999,Senior Engineer,Development
79310,Jeong,Cunliffe,1/24/1965,10/27/1996,1/1/9999,Senior Staff,Marketing
79239,Denny,Griswold,1/7/1965,5/18/1989,11/19/2001,Senior Engineer,Quality Management
79190,Tsuneo,Servi,1/18/1965,6/30/1999,6/2/2001,Staff,Sales
79171,Guiseppe,Ellozy,1/19/1965,1/12/1991,1/1/9999,Senior Engineer,Production
79043,Katsuo,Hockney,1/24/1965,11/7/1999,1/1/9999,Technique Leader,Production
78871,Conor,Ghandeharizadeh,1/15/1965,5/25/1985,1/1/9999,Senior Engineer,Development
78469,Leucio,Cappelli,1/28/1965,8/22/1997,1/1/9999,Staff,Human Resources
78363,Susumu,Fritzsche,1/3/1965,6/23/1998,1/1/9999,Engineer,Quality Management
78171,Teiji,Hinsberger,1/12/1965,1/25/1997,5/18/2002,Senior Staff,Customer Service
78106,Ashish,Ratnaker,1/9/1965,11/10/1986,1/17/2000,Senior Staff,Sales
78086,Fabrizio,Anick,1/20/1965,12/16/1997,5/2/1998,Staff,Research
77815,Ronghao,Picaronny,1/21/1965,6/9/1993,1/1/9999,Engineer,Development
77647,Niranjan,Schaaf,1/7/1965,11/5/1989,1/1/9999,Technique Leader,Production
77303,Xinglin,Birge,1/18/1965,3/5/1992,1/1/9999,Staff,Customer Service
77157,Tesuro,Nicolson,1/14/1965,6/1/1996,10/20/1999,Staff,Customer Service
77030,Faiza,Garnham,1/2/1965,3/2/1986,1/1/9999,Technique Leader,Development
76847,Mariusz,Weiland,1/20/1965,8/16/1989,11/9/1994,Senior Engineer,Development
76640,Tristan,Mitsuhashi,1/2/1965,7/13/1994,1/1/9999,Senior Engineer,Quality Management
76598,Keung,Ferriere,1/24/1965,5/13/1991,10/8/1995,Engineer,Production
76417,Parviz,Duclos,1/31/1965,12/27/1989,12/31/1993,Senior Engineer,Development
76201,Arif,Preusig,1/10/1965,4/2/1992,1/1/9999,Senior Engineer,Development
76189,Kolar,Hinsberger,1/2/1965,10/20/1986,1/1/9999,Engineer,Production
76178,Chiradeep,Meriste,1/19/1965,5/23/1988,6/25/1997,Senior Engineer,Production
75888,Marsal,Otillio,1/31/1965,1/23/1994,9/16/1999,Staff,Research
75760,Jahangir,Radhakrishnan,1/21/1965,4/19/1991,12/29/1993,Technique Leader,Development
75703,Kyoichi,Erman,1/8/1965,7/25/1996,1/1/9999,Senior Engineer,Development
75420,Clyde,Vrecion,1/9/1965,7/3/1997,9/14/2000,Engineer,Quality Management
75354,Shuky,Jakobus,1/11/1965,6/16/1986,1/1/9999,Engineer,Development
75113,Zissis,Birch,1/22/1965,8/19/1994,7/15/2000,Senior Engineer,Development
74800,Yuuichi,Conde,1/25/1965,3/8/1989,1/1/9999,Assistant Engineer,Production
74668,Masako,Bonifati,1/1/1965,4/9/1987,1/1/9999,Senior Staff,Sales
74598,Kolar,Garigliano,1/7/1965,5/10/1992,3/7/1999,Senior Staff,Marketing
74344,Hiroyasu,Provine,2/1/1965,11/25/1994,1/1/9999,Engineer,Development
74237,Jaihie,Vilarrasa,1/29/1965,3/3/1992,6/20/2001,Engineer,Quality Management
74200,Holgard,Weiland,1/16/1965,9/24/1991,1/1/9999,Senior Engineer,Production
